name,type,city,rating,reviews_count,price_range,link,categories,address,phone
Thanh Thanh Sandwiches,fast food,Stockton,4.6,497,$,https://www.yelp.com/biz/thanh-thanh-sandwiches-stockton?osq=fast+food,"['Vietnamese', 'Sandwiches', 'Juice Bars & Smoothies', 'Casual', 'Divey']",N/A,(209) 406-3684
Frosty’s Burgers,fast food,Stockton,4.3,188,$$,https://www.yelp.com/biz/frostys-burgers-stockton?osq=fast+food,"['Burgers', 'Casual', 'Trendy']",N/A,(209) 751-5782
McDonald’s,fast food,Irvine,2.1,462,$,https://www.yelp.com/biz/mcdonalds-irvine-8?osq=fast+food,"['Fast Food', 'Burgers', 'Coffee & Tea', 'Casual', 'Divey']",N/A,(949) 551-4700
Board & Brew - Irvine,fast food,Irvine,4.4,27,N/A,https://www.yelp.com/biz/board-and-brew-irvine-irvine-3?osq=fast+food,"['Fast Food', 'Beer Bar', 'Sandwiches', 'Classy', 'Romantic']",N/A,(949) 333-3130
Jollibee,fast food,Irvine,3.1,561,$$,https://www.yelp.com/biz/jollibee-irvine-2?osq=fast+food,"['Fast Food', 'Chicken Shop', 'Casual', 'Trendy']",N/A,(949) 660-1586
"MOOYAH Burgers, Fries & Shakes",fast food,Irvine,4.2,828,$$,https://www.yelp.com/biz/mooyah-burgers-fries-and-shakes-irvine-3?osq=fast+food,"['Burgers', 'Ice Cream & Frozen Yogurt', 'Hot Dogs', 'Casual', 'Hipster']",N/A,(949) 333-3758
Jack in the Box,fast food,Irvine,2.4,112,$,https://www.yelp.com/biz/jack-in-the-box-irvine-4?osq=fast+food,"['Fast Food', 'Burgers', 'Tacos', 'Casual', 'Touristy']",N/A,(949) 733-8031
Aloha 21 Hawaiian BBQ,fast food,Irvine,4.0,71,N/A,https://www.yelp.com/biz/aloha-21-hawaiian-bbq-irvine?osq=fast+food,"['Hawaiian', 'Fast Food', 'Barbeque']",N/A,(949) 418-8913
Wendy’s,fast food,Irvine,2.2,209,$,https://www.yelp.com/biz/wendys-irvine-3?osq=fast+food,"['Burgers', 'Fast Food', 'Casual', 'Divey']",N/A,(949) 857-0152
Wendy’s,fast food,Irvine,3.1,133,$,https://www.yelp.com/biz/wendys-irvine-2?osq=fast+food,"['Burgers', 'Fast Food', 'Casual', 'Hipster']",N/A,(949) 727-7018
El Pollo Loco,fast food,Irvine,3.3,337,$,https://www.yelp.com/biz/el-pollo-loco-irvine-7?osq=fast+food,"['Fast Food', 'Mexican', 'Chicken Shop', 'Casual', 'Touristy']",N/A,(949) 786-0445
Chick-fil-A - Temp. CLOSED,fast food,Irvine,3.3,577,$$,https://www.yelp.com/biz/chick-fil-a-tustin?osq=fast+food,"['Fast Food', 'Chicken Shop', 'Salad', 'Casual', 'Divey']",N/A,(714) 258-1400
Chick-fil-A,fast food,Chula Vista,3.8,673,$$,https://www.yelp.com/biz/chick-fil-a-chula-vista?osq=fast+food,"['Fast Food', 'Chicken Shop', 'Sandwiches', 'Casual', 'Trendy']",N/A,(619) 482-6719
Taco Bell,fast food,Chula Vista,3.6,310,$,https://www.yelp.com/biz/taco-bell-chula-vista-2?osq=fast+food,"['Fast Food', 'Mexican', 'Casual', 'Trendy']",N/A,(619) 482-4729
Burger Kook,fast food,Chula Vista,4.7,39,$$,https://www.yelp.com/biz/burger-kook-bonita-2?osq=fast+food,"['Fast Food', 'Burgers']",N/A,(866) 274-5665
Raising Cane’s Chicken Fingers,fast food,Chula Vista,2.3,182,$$,https://www.yelp.com/biz/raising-canes-chicken-fingers-chula-vista?osq=fast+food,"['Chicken Shop', 'Fast Food', 'Sandwiches']",N/A,(619) 210-0568
Jollibee,fast food,Chula Vista,3.0,87,$,https://www.yelp.com/biz/jollibee-chula-vista?osq=fast+food,"['Chicken Shop', 'Fast Food', 'Casual', 'Touristy']",N/A,(619) 426-2577
In-N-Out Burger,fast food,Chula Vista,4.0,509,$,https://www.yelp.com/biz/in-n-out-burger-chula-vista?osq=fast+food,"['Fast Food', 'Burgers', 'American', 'Casual', 'Trendy']",N/A,(800) 786-1000
Jack in the Box,fast food,Chula Vista,2.7,88,$,https://www.yelp.com/biz/jack-in-the-box-chula-vista-3?osq=fast+food,"['Burgers', 'Fast Food', 'Tacos', 'Casual', 'Trendy']",N/A,(619) 425-4416
McDonald’s,fast food,Chula Vista,2.0,163,$,https://www.yelp.com/biz/mcdonalds-chula-vista-2?osq=fast+food,"['Burgers', 'Fast Food', 'Coffee & Tea', 'Casual', 'Divey']",N/A,(619) 216-7599
McDonald’s,fast food,Chula Vista,2.1,202,$$,https://www.yelp.com/biz/mcdonalds-chula-vista-5?osq=fast+food,"['Burgers', 'Fast Food', 'Coffee & Tea', 'Casual', 'Trendy']",N/A,(619) 421-5692
Wendy’s,fast food,Chula Vista,2.1,87,$,https://www.yelp.com/biz/wendys-chula-vista-3?osq=fast+food,"['Burgers', 'Fast Food', 'Casual', 'Divey']",N/A,(619) 397-6810
GRANVILLE,casual dining,Los Angeles,4.4,3052,$$,https://www.yelp.com/biz/granville-west-hollywood-2?osq=casual+dining,"['New American', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(424) 522-5161
The Front Yard,casual dining,Los Angeles,4.0,3858,$$,https://www.yelp.com/biz/the-front-yard-north-hollywood-2?osq=casual+dining,"['Breakfast & Brunch', 'Beer, Wine & Spirits', 'American', 'Casual', 'Trendy']",N/A,(818) 255-7290
The Hideaway,casual dining,Los Angeles,3.9,700,$$$$,https://www.yelp.com/biz/the-hideaway-beverly-hills?osq=casual+dining,"['Steakhouses', 'Mexican', 'Cocktail Bars', 'Trendy', 'Classy']",N/A,(310) 974-8020
Anju House,casual dining,Los Angeles,4.4,474,N/A,https://www.yelp.com/biz/anju-house-los-angeles-2?osq=casual+dining,"['Korean', 'Bars', 'Tapas/Small Plates', 'Casual', 'Trendy']",N/A,(213) 603-9800
Met Him At A Bar,casual dining,Los Angeles,4.3,909,$$,https://www.yelp.com/biz/met-him-at-a-bar-los-angeles-3?osq=casual+dining,"['Italian', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(323) 852-3321
Citizen Public Market,casual dining,Los Angeles,4.3,172,$$,https://www.yelp.com/biz/citizen-public-market-culver-city?osq=casual+dining,['Food Court'],N/A,N/A
Moonlark’s Dinette,casual dining,Los Angeles,4.1,46,N/A,https://www.yelp.com/biz/moonlark-s-dinette-los-angeles-2?osq=casual+dining,"['Comfort Food', 'Casual', 'Trendy']",N/A,(213) 725-5858
Broken Mouth,casual dining,Los Angeles,4.8,2136,$$,https://www.yelp.com/biz/broken-mouth-los-angeles-7?osq=casual+dining,"['Hawaiian', 'Korean', 'Comfort Food', 'Casual', 'Hipster']",N/A,(213) 418-9588
Running Goose,casual dining,Los Angeles,4.3,1896,$$,https://www.yelp.com/biz/running-goose-los-angeles?osq=casual+dining,"['Gastropubs', 'Latin American', 'Casual', 'Trendy']",N/A,(323) 469-1080
Father’s Office,casual dining,Los Angeles,3.8,187,$$,https://www.yelp.com/biz/father-s-office-los-angeles?osq=casual+dining,"['Beer Bar', 'Venues & Event Spaces', 'American', 'Casual', 'Hipster']",N/A,(424) 455-3145
The Snug,casual dining,San Francisco,4.0,476,$$,https://www.yelp.com/biz/the-snug-san-francisco?osq=casual+dining,"['Cocktail Bars', 'New American', 'Casual', 'Trendy']",N/A,N/A
Rooftop 25,casual dining,San Francisco,3.8,297,$$,https://www.yelp.com/biz/rooftop-25-san-francisco-2?osq=casual+dining,"['Cocktail Bars', 'American', 'Trendy', 'Casual']",N/A,(415) 495-5875
Pasta Supply Co,casual dining,San Francisco,4.4,258,$$,https://www.yelp.com/biz/pasta-supply-co-san-francisco?osq=casual+dining,['Pasta Shops'],N/A,(415) 236-2668
The Patio,casual dining,San Francisco,4.6,207,N/A,https://www.yelp.com/biz/the-patio-san-francisco?osq=casual+dining,"['Wine Bars', 'New American', 'Venues & Event Spaces']",N/A,(415) 580-7080
Terrene,casual dining,San Francisco,4.3,130,$$,https://www.yelp.com/biz/terrene-san-francisco-2?osq=casual+dining,"['Cocktail Bars', 'Breakfast & Brunch', 'American', 'Trendy', 'Classy']",N/A,(415) 278-3700
Kona’s,casual dining,San Francisco,4.4,165,$$,https://www.yelp.com/biz/konas-san-francisco-2?osq=casual+dining,"['Bars', 'Hipster', 'Casual']",N/A,(415) 432-7006
Lazy Bear,casual dining,San Francisco,4.5,854,$$$$,https://www.yelp.com/biz/lazy-bear-san-francisco-5?osq=casual+dining,"['New American', 'Trendy', 'Hipster']",N/A,(415) 874-9921
Bodega,casual dining,San Francisco,4.4,727,N/A,https://www.yelp.com/biz/bodega-san-francisco-3?osq=casual+dining,"['Vietnamese', 'Noodles', 'Cocktail Bars', 'Trendy', 'Casual']",N/A,(415) 655-9341
The Laundromat,casual dining,San Francisco,4.5,454,$$,https://www.yelp.com/biz/the-laundromat-san-francisco?osq=casual+dining,"['Pizza', 'Bagels', 'Beer Bar']",N/A,(415) 379-4340
Sam’s Tavern,casual dining,San Francisco,4.3,102,$$,https://www.yelp.com/biz/sams-tavern-san-francisco?osq=casual+dining,"['Sports Bars', 'Breakfast & Brunch', 'American', 'Casual', 'Classy']",N/A,(415) 796-2052
Carbon Angela’s Kitchen,casual dining,San Diego,4.8,154,N/A,https://www.yelp.com/biz/carbon-angela-s-kitchen-san-diego?osq=casual+dining,"['Modern European', 'Italian', 'Steakhouses', 'Intimate', 'Classy']",N/A,(619) 890-1234
Flama Llama,casual dining,San Diego,4.7,3196,$$,https://www.yelp.com/biz/flama-llama-san-diego?osq=casual+dining,"['Latin American', 'Peruvian', 'Asian Fusion', 'Casual', 'Trendy']",N/A,(858) 492-0402
C Level,casual dining,San Diego,4.3,5125,$$,https://www.yelp.com/biz/c-level-san-diego-6?osq=casual+dining,"['New American', 'Seafood', 'Steakhouses', 'Romantic', 'Classy']",N/A,(619) 298-6802
Rosemarie’s,casual dining,San Diego,4.6,412,$$,https://www.yelp.com/biz/rosemarie-s-san-diego?osq=casual+dining,"['Sandwiches', 'Burgers', 'Cocktail Bars', 'Casual', 'Touristy']",N/A,(858) 999-0233
Park Social,casual dining,San Diego,4.3,545,$$,https://www.yelp.com/biz/park-social-san-diego-2?osq=casual+dining,"['Bars', 'Breakfast & Brunch', 'Coffee & Tea', 'Casual', 'Hipster']",N/A,(858) 737-4310
Gravity Heights - Mission Valley,casual dining,San Diego,4.6,315,$$,https://www.yelp.com/biz/gravity-heights-mission-valley-san-diego?osq=casual+dining,"['Breakfast & Brunch', 'American', 'Brewpubs', 'Upscale', 'Casual']",N/A,(858) 327-3708
The Crack Shack,casual dining,San Diego,4.1,5663,$$,https://www.yelp.com/biz/the-crack-shack-san-diego-2?osq=casual+dining,"['New American', 'Sandwiches', 'Chicken Shop', 'Hipster', 'Casual']",N/A,(858) 667-6811
Malibu Farm,casual dining,San Diego,4.5,1315,N/A,https://www.yelp.com/biz/malibu-farm-san-diego-4?osq=casual+dining,"['Breakfast & Brunch', 'Coffee & Tea', 'Desserts']",N/A,(619) 695-2300
Books & Records,casual dining,San Diego,4.3,285,N/A,https://www.yelp.com/biz/books-and-records-san-diego?osq=casual+dining,"['Cocktail Bars', 'New American', 'Asian Fusion', 'Trendy', 'Intimate']",N/A,(619) 795-1000
Happy Medium,casual dining,San Diego,4.5,79,$$,https://www.yelp.com/biz/happy-medium-san-diego?osq=casual+dining,"['Cocktail Bars', 'Sandwiches', 'Hipster', 'Trendy']",N/A,(619) 310-5642
Sumer Nights,casual dining,Sacramento,4.3,230,$$,https://www.yelp.com/biz/sumer-nights-sacramento?osq=casual+dining,"['Mediterranean', 'Casual', 'Trendy']",N/A,(916) 750-5088
The Hidden Table,casual dining,Sacramento,4.6,100,N/A,https://www.yelp.com/biz/the-hidden-table-sacramento?osq=casual+dining,['Caterers'],N/A,(916) 337-8613
Casa East Sac,casual dining,Sacramento,4.4,197,$$,https://www.yelp.com/biz/casa-east-sac-sacramento?osq=casual+dining,"['Beer, Wine & Spirits', 'American', 'Hipster', 'Trendy']",N/A,(916) 898-3702
"Alaro Craft Brewery, Restaurant & Cocktail Bar",casual dining,Sacramento,4.3,660,$$,https://www.yelp.com/biz/alaro-craft-brewery-restaurant-and-cocktail-bar-sacramento?osq=casual+dining,"['Tapas/Small Plates', 'American', 'Seafood', 'Casual', 'Hipster']",N/A,(916) 436-7711
The Rind,casual dining,Sacramento,4.3,1310,$$,https://www.yelp.com/biz/the-rind-sacramento?osq=casual+dining,"['New American', 'Beer Bar', 'Wine Bars', 'Classy', 'Trendy']",N/A,(916) 441-7463
Kau Kau,casual dining,Sacramento,4.4,595,$$,https://www.yelp.com/biz/kau-kau-sacramento?osq=casual+dining,"['New American', 'Hawaiian', 'Casual', 'Trendy']",N/A,(916) 431-7043
Adamo’s,casual dining,Sacramento,4.3,841,$$,https://www.yelp.com/biz/adamos-sacramento?osq=casual+dining,"['New American', 'Italian', 'Casual', 'Trendy']",N/A,(916) 440-9611
Cerveceria by Urban Roots,casual dining,Sacramento,4.1,162,N/A,https://www.yelp.com/biz/cerveceria-by-urban-roots-sacramento-2?osq=casual+dining,"['Tacos', 'Burgers', 'Cocktail Bars', 'Casual', 'Divey']",N/A,(916) 346-4677
Field-n-Flame Midtown,casual dining,Sacramento,5.0,15,N/A,https://www.yelp.com/biz/field-n-flame-midtown-sacramento?osq=casual+dining,"['New American', 'Mediterranean', 'Cocktail Bars']",N/A,(279) 260-4658
Tree House Cafe,casual dining,Sacramento,4.4,322,$$,https://www.yelp.com/biz/tree-house-cafe-west-sacramento?osq=casual+dining,"['Cafes', 'Coffee & Tea', 'Beer Bar', 'Casual', 'Intimate']",N/A,(916) 942-9229
Urban Plates,casual dining,San Jose,4.4,399,$$,https://www.yelp.com/biz/urban-plates-san-jose?osq=casual+dining,"['Salad', 'New American', 'Sandwiches', 'Casual', 'Trendy']",N/A,(669) 284-5505
Jack’s Restaurant & Bar,casual dining,San Jose,4.4,563,$$,https://www.yelp.com/biz/jacks-restaurant-and-bar-san-jose?osq=casual+dining,"['Breakfast & Brunch', 'American', 'Beer Bar', 'Trendy', 'Casual']",N/A,(408) 680-2684
Water Tower Kitchen,casual dining,San Jose,4.3,1018,$$,https://www.yelp.com/biz/water-tower-kitchen-campbell?osq=casual+dining,"['New American', 'Sports Bars', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(408) 502-9550
The Table,casual dining,San Jose,3.9,3769,$$,https://www.yelp.com/biz/the-table-san-jose?osq=casual+dining,"['New American', 'Breakfast & Brunch', 'Salad', 'Trendy', 'Casual']",N/A,(408) 638-7911
Goodtime Bar,casual dining,San Jose,4.8,137,$$,https://www.yelp.com/biz/goodtime-bar-san-jose?osq=casual+dining,"['Wine Bars', 'Tapas/Small Plates', 'Seafood', 'Hipster', 'Trendy']",N/A,(408) 256-1266
ABVE The Basics,casual dining,San Jose,4.5,338,$$,https://www.yelp.com/biz/abve-the-basics-san-jose-3?osq=casual+dining,"['Tacos', 'Cocktail Bars', 'Casual', 'Divey']",N/A,(669) 226-8050
Bloom,casual dining,San Jose,4.3,1543,$$,https://www.yelp.com/biz/bloom-santa-clara?osq=casual+dining,"['American', 'Breakfast & Brunch', 'Cocktail Bars', 'Classy', 'Hipster']",N/A,(408) 345-2667
Rice Junky,casual dining,San Jose,4.4,521,$$,https://www.yelp.com/biz/rice-junky-santa-clara-2?osq=casual+dining,"['Pubs', 'Korean', 'Wraps', 'Casual', 'Hipster']",N/A,(669) 268-9141
The Great Highway,casual dining,San Jose,5.0,20,N/A,https://www.yelp.com/biz/the-great-highway-san-carlos?osq=casual+dining,"['Venues & Event Spaces', 'Party & Event Planning', 'Casinos']",N/A,(408) 250-4366
Firehouse No.1 Gastropub,casual dining,San Jose,3.9,1763,$$$,https://www.yelp.com/biz/firehouse-no-1-gastropub-san-jose?osq=casual+dining,"['American', 'Pubs', 'Gastropubs', 'Casual', 'Trendy']",N/A,(408) 287-6969
The Backyard Social Club,casual dining,Fresno,4.5,69,N/A,https://www.yelp.com/biz/the-backyard-social-club-clovis?osq=casual+dining,"['Social Clubs', 'Beer Bar']",N/A,N/A
Heirloom,casual dining,Fresno,4.6,2565,$$,https://www.yelp.com/biz/heirloom-fresno-2?osq=casual+dining,"['New American', 'Casual', 'Trendy']",N/A,(559) 228-9735
Zaatar Bistro,casual dining,Fresno,4.7,208,$$,https://www.yelp.com/biz/zaatar-bistro-fresno-2?osq=casual+dining,"['Desserts', 'Coffee & Tea', 'Breakfast & Brunch']",N/A,(559) 388-8553
Ten Tavern,casual dining,Fresno,4.2,233,$$,https://www.yelp.com/biz/ten-tavern-clovis?osq=casual+dining,"['American', 'Salad', 'Burgers', 'Casual', 'Trendy']",N/A,(559) 593-7686
MEGA Texas Barbeque,casual dining,Fresno,4.4,242,$$,https://www.yelp.com/biz/mega-texas-barbeque-fresno?osq=casual+dining,"['Caterers', 'Barbeque', 'Food Stands', 'Divey', 'Hipster']",N/A,(214) 254-6448
The Craft House,casual dining,Fresno,4.6,823,$$,https://www.yelp.com/biz/the-craft-house-clovis-6?osq=casual+dining,"['Gastropubs', 'Fish & Chips', 'American', 'Casual', 'Trendy']",N/A,(559) 472-1113
Al’s Cafe,casual dining,Fresno,4.2,332,$$,https://www.yelp.com/biz/als-cafe-fresno?osq=casual+dining,"['Mexican', 'Casual', 'Divey']",N/A,(559) 233-9226
Thai Taste,casual dining,Fresno,4.4,94,N/A,https://www.yelp.com/biz/thai-taste-fresno-2?osq=casual+dining,"['Thai', 'Casual', 'Intimate']",N/A,(559) 319-5089
Mayd Modern Mediterranean,casual dining,Fresno,4.5,325,$$,https://www.yelp.com/biz/mayd-modern-mediterranean-fresno?osq=casual+dining,"['Mediterranean', 'Trendy', 'Casual']",N/A,(559) 721-2197
Saizon,casual dining,Fresno,4.4,766,$$$,https://www.yelp.com/biz/saizon-fresno?osq=casual+dining,"['New American', 'New Mexican Cuisine', 'Breakfast & Brunch', 'Romantic', 'Hipster']",N/A,(559) 552-9688
The Wicked Wolf,casual dining,Long Beach,4.7,175,$$,https://www.yelp.com/biz/the-wicked-wolf-long-beach-5?osq=casual+dining,"['Cocktail Bars', 'Coffee & Tea', 'Beer, Wine & Spirits', 'Trendy', 'Hipster']",N/A,(562) 542-2992
Anna’s Joint,casual dining,Long Beach,4.5,74,$$,https://www.yelp.com/biz/annas-joint-long-beach?osq=casual+dining,"['Wine Bars', 'Beer Bar', 'Coffee & Tea', 'Casual', 'Hipster']",N/A,(562) 568-9303
Wood & Salt Tavern,casual dining,Long Beach,4.2,520,N/A,https://www.yelp.com/biz/wood-and-salt-tavern-long-beach?osq=casual+dining,"['Italian', 'Mediterranean', 'Cocktail Bars', 'Intimate', 'Casual']",N/A,(562) 349-0111
Broken Spirits Distillery,casual dining,Long Beach,4.7,746,$$,https://www.yelp.com/biz/broken-spirits-distillery-long-beach?osq=casual+dining,"['Distilleries', 'Barbeque', 'Burgers']",N/A,(562) 590-9000
Dutch’s Brewhouse,casual dining,Long Beach,4.8,418,$$,https://www.yelp.com/biz/dutchs-brewhouse-long-beach?osq=casual+dining,"['Breweries', 'Pizza', 'Salad', 'Casual', 'Trendy']",N/A,(562) 336-1326
The 908,casual dining,Long Beach,4.3,1158,$$,https://www.yelp.com/biz/the-908-long-beach?osq=casual+dining,"['New American', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(562) 420-5331
Nick’s on 2nd,casual dining,Long Beach,4.5,3376,$$,https://www.yelp.com/biz/nicks-on-2nd-long-beach-8?osq=casual+dining,"['New American', 'Steakhouses', 'Seafood', 'Trendy', 'Casual']",N/A,(562) 856-9000
The Social List,casual dining,Long Beach,4.1,1398,$$,https://www.yelp.com/biz/the-social-list-long-beach-2?osq=casual+dining,"['Cocktail Bars', 'Breakfast & Brunch', 'New American', 'Hipster', 'Casual']",N/A,(562) 433-5478
Due Fiori,casual dining,Long Beach,5.0,5,N/A,https://www.yelp.com/biz/due-fiori-long-beach?osq=casual+dining,"['Italian', 'Beer, Wine & Spirits']",N/A,N/A
Louie’s on 2nd,casual dining,Long Beach,4.4,165,$$,https://www.yelp.com/biz/louie-s-on-2nd-long-beach?osq=casual+dining,"['American', 'Casual', 'Hipster']",N/A,(562) 393-7169
Willows & Pine,casual dining,Oakland,4.5,127,$$,https://www.yelp.com/biz/willows-and-pine-oakland?osq=casual+dining,"['Cajun/Creole', 'Venues & Event Spaces', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(510) 842-3564
Saltbreaker,casual dining,Oakland,4.4,260,$$,https://www.yelp.com/biz/saltbreaker-alameda?osq=casual+dining,"['Cocktail Bars', 'Burgers', 'New American', 'Trendy', 'Romantic']",N/A,(510) 263-8232
Kitava,casual dining,Oakland,4.4,222,$$,https://www.yelp.com/biz/kitava-oakland-2?osq=casual+dining,"['New American', 'Gluten-Free', 'Casual', 'Trendy']",N/A,(510) 496-4055
Mesa Maguey,casual dining,Oakland,4.6,106,$$,https://www.yelp.com/biz/mesa-maguey-oakland?osq=casual+dining,"['Tacos', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(510) 844-4192
Cholita Linda,casual dining,Oakland,4.4,2237,$$,https://www.yelp.com/biz/cholita-linda-oakland?osq=casual+dining,"['Latin American', 'Sandwiches', 'Tacos', 'Casual', 'Trendy']",N/A,(510) 679-2423
Noodle Dynasty,casual dining,Oakland,4.6,320,$$,https://www.yelp.com/biz/noodle-dynasty-berkeley?osq=casual+dining,"['Noodles', 'Casual', 'Trendy']",N/A,(510) 644-9292
Portal Oakland,casual dining,Oakland,4.1,1783,$$,https://www.yelp.com/biz/portal-oakland-oakland-2?osq=casual+dining,"['New American', 'Breakfast & Brunch', 'Burgers', 'Casual', 'Hipster']",N/A,(510) 663-7678
Drake’s Dealership,casual dining,Oakland,4.1,2428,$$,https://www.yelp.com/biz/drake-s-dealership-oakland?osq=casual+dining,"['Breweries', 'American', 'Pizza', 'Hipster', 'Casual']",N/A,(510) 568-2739
The Fat Lady Bar & Restaurant,casual dining,Oakland,3.8,1244,$$,https://www.yelp.com/biz/the-fat-lady-bar-and-restaurant-oakland?osq=casual+dining,"['New American', 'Cocktail Bars', 'Mediterranean', 'Intimate', 'Romantic']",N/A,(510) 465-4996
Boathouse,casual dining,Oakland,4.4,39,$,https://www.yelp.com/biz/boathouse-alameda?osq=casual+dining,"['Bars', 'Casual', 'Divey']",N/A,(510) 263-9134
Cracker Barrel Old Country Store,casual dining,Bakersfield,3.1,351,$$,https://www.yelp.com/biz/cracker-barrel-bakersfield-bakersfield?osq=casual+dining,"['Southern', 'Breakfast & Brunch', 'American', 'Casual', 'Touristy']",N/A,(661) 636-6200
Honey I’m Home,casual dining,Bakersfield,4.1,111,$$,https://www.yelp.com/biz/honey-i-m-home-bakersfield?osq=casual+dining,"['Diners', 'Barbeque', 'Sandwiches', 'Casual', 'Trendy']",N/A,(661) 404-4677
The District Cafe,casual dining,Bakersfield,3.8,86,$$,https://www.yelp.com/biz/the-district-cafe-bakersfield?osq=casual+dining,"['Breakfast & Brunch', 'Pubs', 'New American', 'Casual', 'Divey']",N/A,(661) 573-3202
Firestone Grill,casual dining,Bakersfield,4.4,1314,$$,https://www.yelp.com/biz/firestone-grill-bakersfield?osq=casual+dining,"['Barbeque', 'Sports Bars', 'Burgers', 'Casual', 'Trendy']",N/A,(661) 742-1296
Tiki-Ko,casual dining,Bakersfield,4.5,260,$$,https://www.yelp.com/biz/tiki-ko-bakersfield?osq=casual+dining,"['Tiki Bars', 'Hipster', 'Casual']",N/A,(661) 493-0006
New Vintage Grill,casual dining,Bakersfield,4.2,767,$$,https://www.yelp.com/biz/new-vintage-grill-bakersfield-2?osq=casual+dining,"['Pizza', 'New American', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(661) 829-6814
Crest Bar & Grill,casual dining,Bakersfield,4.1,367,$$,https://www.yelp.com/biz/crest-bar-and-grill-bakersfield-3?osq=casual+dining,"['American', 'Cocktail Bars', 'Casual', 'Romantic']",N/A,(661) 833-9998
Locale Farm to Table Eatery,casual dining,Bakersfield,4.3,866,$$,https://www.yelp.com/biz/locale-farm-to-table-eatery-bakersfield?osq=casual+dining,"['Sandwiches', 'Burgers', 'New American', 'Casual', 'Trendy']",N/A,(661) 322-9090
Scrambled,casual dining,Bakersfield,4.3,110,$$,https://www.yelp.com/biz/scrambled-no-title?osq=casual+dining,"['Breakfast & Brunch', 'American', 'Mexican', 'Casual', 'Romantic']",N/A,(661) 404-4100
Old River Grill at Brimhall Square,casual dining,Bakersfield,4.2,812,$$,https://www.yelp.com/biz/old-river-grill-at-brimhall-square-bakersfield-4?osq=casual+dining,"['Breakfast & Brunch', 'Diners', 'Sandwiches', 'Casual', 'Trendy']",N/A,(661) 368-2440
Strong Water Anaheim,casual dining,Anaheim,4.6,811,$$,https://www.yelp.com/biz/strong-water-anaheim-anaheim?osq=casual+dining,"['Tiki Bars', 'Trendy', 'Casual']",N/A,(714) 844-1875
The Fifth,casual dining,Anaheim,4.3,2741,$$,https://www.yelp.com/biz/the-fifth-anaheim-2?osq=casual+dining,"['Cocktail Bars', 'Venues & Event Spaces', 'New American', 'Casual', 'Trendy']",N/A,(714) 772-0899
Villains Brewing Company,casual dining,Anaheim,4.6,4271,$$,https://www.yelp.com/biz/villains-brewing-company-anaheim-3?osq=casual+dining,"['Brewpubs', 'American']",N/A,(714) 829-4337
The Wicked Wolf,casual dining,Anaheim,4.7,175,$$,https://www.yelp.com/biz/the-wicked-wolf-long-beach-5?osq=casual+dining,"['Cocktail Bars', 'Coffee & Tea', 'Beer, Wine & Spirits', 'Trendy', 'Hipster']",N/A,(562) 542-2992
Perry’s Place,casual dining,Anaheim,4.3,64,$$,https://www.yelp.com/biz/perry-s-place-placentia?osq=casual+dining,"['Breakfast & Brunch', 'Burgers', 'Casual', 'Divey']",N/A,(714) 528-1977
8th Haus Cafe,casual dining,Anaheim,4.5,707,$$,https://www.yelp.com/biz/8th-haus-cafe-anaheim-3?osq=casual+dining,"['Cafes', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(714) 774-8013
Amarith Farmhouse Restaurant & Pie Shoppe,casual dining,Anaheim,4.4,600,$$,https://www.yelp.com/biz/amarith-farmhouse-restaurant-and-pie-shoppe-fountain-valley-2?osq=casual+dining,"['New American', 'Breakfast & Brunch', 'Bakeries', 'Casual', 'Trendy']",N/A,(714) 962-9881
Rodeo 39 Public Market,casual dining,Anaheim,4.5,731,$$,https://www.yelp.com/biz/rodeo-39-public-market-stanton?osq=casual+dining,['Food Court'],N/A,N/A
The Peel,casual dining,Anaheim,4.1,108,N/A,https://www.yelp.com/biz/the-peel-orange?osq=casual+dining,"['Bars', 'New American', 'Salad', 'Casual', 'Intimate']",N/A,(714) 634-4500
Craft By Smoke & Fire - Anaheim,casual dining,Anaheim,4.7,11371,$$,https://www.yelp.com/biz/craft-by-smoke-and-fire-anaheim-anaheim?osq=casual+dining,"['Barbeque', 'Cocktail Bars', 'American', 'Casual', 'Trendy']",N/A,(714) 603-7194
Benchmark,casual dining,Santa Ana,4.5,1621,$$,https://www.yelp.com/biz/benchmark-santa-ana?osq=casual+dining,"['New American', 'Casual', 'Trendy']",N/A,(657) 553-2678
Hangar 24 Orange County,casual dining,Santa Ana,3.9,547,$$,https://www.yelp.com/biz/hangar-24-orange-county-irvine-3?osq=casual+dining,['Breweries'],N/A,(949) 799-0020
Amarith Farmhouse Restaurant & Pie Shoppe,casual dining,Santa Ana,4.4,600,$$,https://www.yelp.com/biz/amarith-farmhouse-restaurant-and-pie-shoppe-fountain-valley-2?osq=casual+dining,"['New American', 'Breakfast & Brunch', 'Bakeries', 'Casual', 'Trendy']",N/A,(714) 962-9881
